id,string1,string2,distance,similarity,substring
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6.B,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18001110.2,28,20,.2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821.B,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18351845,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024.B,28,20,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23059970,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23182264.3,29,17,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23295859,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18195516.3,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18237499,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis for up to,32,20," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/PowerEdge FX2 Chassis,27,23," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/Dell PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PE FX2 Chassis 3Y PS,28,20,"E FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL BTO PowerEdge FX2 [PowerEdge FX2,28,24," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL FX 2 + 3 NODES,29,17," FX"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL POWEREDGE FX2,21,40," POWEREDGE FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Dell PowerEdge FX2,28,20," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC (Gii 103139470/3) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC(GII:100581062.11)FX2,31,11,FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LB(Gii:103399399.3) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LM  (GIIQuote:101074959.15) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2,22,37,POWEREDGE FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH,48,20,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI,46,22,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Poweredge Fx2 Configurato,30,14," F"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 102972244) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 103241233) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PS (Gii: 102490442) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102759314/4) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941100) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941199) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103094518) PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103187182) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103333348.1) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562678) FX2 Chassis,32,9," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562732) FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102824121) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR,67,15," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100207760.6) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,(GIIQuote:100626133/7) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:SNCF:DELL PowerEdge FX2 Chassis SD 2GB,32,18," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,:UNIHA:DELL PowerEdge FX2 Chassis,33,6," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,AS (Gii 103333783) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17880671/2,28,20,671
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?17981851.6.B,28,20,17
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18001110.2,28,20,.2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18341821.B,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18351845,30,14,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?18502024.B,28,20,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23059970,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23182264.3,29,17,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/210-ABUX?23295859,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18195516.3,29,17,A
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell 210-ABUX?18237499,30,14,23
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/Dell PowerEdge FX2 Chassis for up to,32,20," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,BTO/PowerEdge FX2 Chassis,27,23," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/Dell PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PE FX2 Chassis 3Y PS,28,20,"E FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,CS/PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL BTO PowerEdge FX2 [PowerEdge FX2,28,24," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL FX 2 + 3 NODES,29,17," FX"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,DELL POWEREDGE FX2,21,40," POWEREDGE FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Dell PowerEdge FX2,28,20," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC (Gii 103139470/3) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,HC(GII:100581062.11)FX2,31,11,FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LB(Gii:103399399.3) FX2,32,9," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,LM  (GIIQuote:101074959.15) FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2,22,37,POWEREDGE FX2
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PowerEdge FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH,48,20,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI,46,22,"POWEREDGE FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,Poweredge Fx2 Configurato,30,14," F"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 102972244) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PP (Gii 103241233) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,PS (Gii: 102490442) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102759314/4) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941100) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,SL (Gii: 102941199) FX2,30,14," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103094518) PowerEdge FX2,31,11," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103187182) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii 103333348.1) FX2,29,17," FX2"
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562678) FX2 Chassis,32,9," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102562732) FX2 Chassis,31,11," FX2 "
210-ABUX,PATR POWEREDGE FX2 3YPSNB17567123.2,ZR (Gii: 102824121) FX2,29,17," FX2"
210-ANLW,JR(Gii:103955252) EMC XC640,BASE HCI XC640ENT ESXI,24,11," XC640"
210-ANLW,JR(Gii:103955252) EMC XC640,"BASE,HCI,XC640ENT,ESXI DELL EMC XC640",26,30," EMC XC640"
210-ANLW,JR(Gii:103955252) EMC XC640,CH (Gii 103270187) XC640ENT,17,37," XC640"
210-ANLW,JR(Gii:103955252) EMC XC640,CH(Gii:103543219) XC640ENT,14,48,(Gii:103
210-ANLW,JR(Gii:103955252) EMC XC640,DELL EMC XC640ENT F R ESXI [DELL EMC XC,34,13," EMC XC640"
210-ANLW,JR(Gii:103955252) EMC XC640,DELL EMC XC640ENT FOR ESXI,25,7," EMC XC640"
210-ANLW,JR(Gii:103955252) EMC XC640,DELL EMC XC640ENT POUR ESXI [D ELL EMC XC640 - ULTIMATE,44,20," EMC XC640"
E0K6SLL,IBM PureData System for Analytics N3001,IBM PUREDATA SYSTEM FOR ANALYTICS N3001-,23,43," N3001"
E0FYRLL,PureData12 SQAPLBCSV,IBM PUREDATA SYSTEM FOR ANALYTICS N2001-010 APPLIA,43,14," S"
E0FYRLL,IBM PUREDATA SYSTEM FOR ANALYTICS N20019,IBM PUREDATA SYSTEM FOR ANALYTICS N2001-010 APPLIA,11,78,IBM PUREDATA SYSTEM FOR ANALYTICS N2001
798096R-B21,SY 12000F 2650W AC FIO RMNF PS,HPE SYNERGY 12000F 6X 2650W AC,24,20,"Y 12000F "
798096R-B21,SY 12000F 2650W AC FIO RMNF PS,HPE Synergy 12000F 6x 2650W AC Reman (P),23,43," 2650W AC "
798096R-B21,SY 12000F 2650W AC FIO RMNF PS,HPE SYNERGY 12000F 6X 2650W AC REMAN PS,19,51," 2650W AC "
798096R-B21,SY 12000F 2650W AC FIO RMNF PS,HPE Synergy 12000F 6x 2650W AC Reman PS,21,46," 2650W AC "
798096R-B21,SY 12000F 2650W AC FIO RMNF PS,SYNERGY 12000F 6X 2650W AC PS,17,43," 2650W AC "
210-ABUX,ZR(Gii:103961274) FX2,(GIIQuote:99573434.6) BTO PowerEdge FX2  Ready Rails  DualPSU 2000W  3Yr PRO4HR,72,9," FX2"
210-ABUX,ZR(Gii:103961274) FX2,(GIIQuote:100207760.6) FX2,18,31,) FX2
210-ABUX,ZR(Gii:103961274) FX2,(GIIQuote:100626133/7) FX2,16,38,) FX2
210-ABUX,ZR(Gii:103961274) FX2,:SNCF:DELL PowerEdge FX2 Chassis SD 2GB,35,10," FX2"
210-ABUX,ZR(Gii:103961274) FX2,:UNIHA:DELL PowerEdge FX2 Chassis,28,15," FX2"
210-ABUX,ZR(Gii:103961274) FX2,AS (Gii 103333783) FX2,10,55,) FX2
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?17880671/2,21,9,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?17981851.6,22,4,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?17981851.6.B,24,4,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?18001110.2,21,9,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?18341821,20,5,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?18341821.B,21,9,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?18351845,21,0,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?18502024,20,5,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?18502024.B,22,4,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?23059970,20,5,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?23182264.3,22,4,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/210-ABUX?23295859,20,5,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/Dell 210-ABUX?18195516.3,25,11,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/Dell 210-ABUX?18237499,23,12,10
210-ABUX,ZR(Gii:103961274) FX2,BTO/Dell PowerEdge FX2 Chassis,26,13," FX2"
210-ABUX,ZR(Gii:103961274) FX2,BTO/Dell PowerEdge FX2 Chassis for up to,36,10," FX2"
210-ABUX,ZR(Gii:103961274) FX2,BTO/PowerEdge FX2 Chassis,24,4," FX2"
210-ABUX,ZR(Gii:103961274) FX2,CS/Dell PowerEdge FX2,17,19," FX2"
210-ABUX,ZR(Gii:103961274) FX2,CS/PE FX2 Chassis 3Y PS,22,4," FX2"
210-ABUX,ZR(Gii:103961274) FX2,CS/PowerEdge FX2,17,19," FX2"
210-ABUX,ZR(Gii:103961274) FX2,DELL BTO PowerEdge FX2 [PowerEdge FX2,32,14," FX2"
210-ABUX,ZR(Gii:103961274) FX2,DELL FX 2 + 3 NODES,21,0," FX"
210-ABUX,ZR(Gii:103961274) FX2,DELL POWEREDGE FX2,17,19," FX2"
210-ABUX,ZR(Gii:103961274) FX2,Dell PowerEdge FX2,17,19," FX2"
210-ABUX,ZR(Gii:103961274) FX2,HC (Gii 103139470/3) FX2,11,54,) FX2
210-ABUX,ZR(Gii:103961274) FX2,HC(GII:100581062.11)FX2,13,43,:10
210-ABUX,ZR(Gii:103961274) FX2,LB(Gii:103399399.3) FX2,9,61,(Gii:103
210-ABUX,ZR(Gii:103961274) FX2,LM  (GIIQuote:101074959.15) FX2,20,35,) FX2
210-ABUX,ZR(Gii:103961274) FX2,POWEREDGE FX2,17,19," FX2"
210-ABUX,ZR(Gii:103961274) FX2,PowerEdge FX2,17,19," FX2"
210-ABUX,ZR(Gii:103961274) FX2,POWEREDGE FX2 CHASSIS FX2S 2*2 000W 1XCMC 2X1GBE PASS TROUGH,54,10," FX2"
210-ABUX,ZR(Gii:103961274) FX2,POWEREDGE FX2 CHASSIS FX2S 2X2 000W 1XCMC 2GB SD 2*PASS TRI,53,10," FX2"
210-ABUX,ZR(Gii:103961274) FX2,Poweredge Fx2 Configurato,25,0," F"
210-ABUX,ZR(Gii:103961274) FX2,PP (Gii 102972244) FX2,8,64,4) FX2
210-ABUX,ZR(Gii:103961274) FX2,PP (Gii 103241233) FX2,8,64,) FX2
210-ABUX,ZR(Gii:103961274) FX2,PS (Gii: 102490442) FX2,11,52,(Gii:
210-ABUX,ZR(Gii:103961274) FX2,SL (Gii: 102759314/4) FX2,10,60,4) FX2
210-ABUX,ZR(Gii:103961274) FX2,SL (Gii: 102941100) FX2,9,61,(Gii:
210-ABUX,ZR(Gii:103961274) FX2,SL (Gii: 102941199) FX2,9,61,(Gii:
210-ABUX,ZR(Gii:103961274) FX2,ZR (Gii 103094518) PowerEdge FX2,17,47,(Gii
210-ABUX,ZR(Gii:103961274) FX2,ZR (Gii 103187182) FX2,8,64,) FX2
210-ABUX,ZR(Gii:103961274) FX2,ZR (Gii 103333348.1) FX2,10,58,) FX2
210-ABUX,ZR(Gii:103961274) FX2,ZR (Gii: 102562678) FX2 Chassis,15,52,(Gii:
210-ABUX,ZR(Gii:103961274) FX2,ZR (Gii: 102562732) FX2 Chassis,15,52,(Gii:
210-ABUX,ZR(Gii:103961274) FX2,ZR (Gii: 102824121) FX2,8,65,(Gii:
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:99102910) VRTX Rack Chassis 18*600GB 3YRPRO4HR,35,38,0) VRTX Rack Chassis
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:99524385) VRTX 25*1.2TB 1.4TB 5YRPRO4HR,40,18,") VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:99524385) VRTX 25*1.2TB 5YRPRO4HR,34,21,") VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:99640691) VRTX 10Gb H710P 12*900GB 3YRPRO4HR,44,19,") VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:100217158) VRTX,29,17,) VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:100328136) VRTX,28,20,) VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:100360931) VRTX Chassis,20,43," Chassis"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:100425878.10) VRTX,29,17,0) VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,(GIIQuote:100428456/5) VRTX,30,14,) VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:B&H-Poste:2000160962 dell pe vrtx chass,32,20,hass
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:B&H-Poste:2000161869 DELL PE VRTX CHASS,35,13," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:CR21:DELL PWRDG VRTX I350 5Y,27,23," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:CRHN:DELL POWEREDGE VRTX CHASSIS RACK,30,21," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,":DIRISI:DELL VRTX 25*1,2To BROADCOM 5719",36,10," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:MINDEF:DELL PWRDG VRTX I350 5Y,28,20," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:POSTE:DELL PE VRTX Chassis Rack 11x300G,31,23," Chassis"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,:UNIHA:DELL PE VRTX ChÃ¢ssis Rack 6x600GB,32,22," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,":UNIHA:DELL PE VRTX ChÃ¢ssis Rack 10x1,2T",32,22," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?17911342.9,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?17955501,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?17963434,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?18404389.2,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?18416509,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?18421834,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?18588135,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?22793384.3,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?22831976.2,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?22982117,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?23038285,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?23045949.2,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?23054288,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/210-ABCT?23186489.2,32,9,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/BUNDEL POWEREDGE VRTX RACK,30,14," VRTX R"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/Dell 210-ABCT?18183625,33,6,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,BTO/Dell 210-ABCT?18243222.2,33,6,10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/Dell PowerEdge VRTX,29,17," VRTX"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/Dell PowerEdge VRTX chasis,22,37," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/Dell PowerEdge VRTX chasis para rack,29,26," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/Dell PowerEdge VRTX rack,25,29," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/Dell PowerEdge VRTX Rack Chassis,16,54," VRTX Rack Chassis"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/PowerEdge VRTX chasis para rack,29,17," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,cs/PowerEdge VRTX chasis para rack,30,14," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/PowerEdge VRTX Rack,24,31," VRTX Rack"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/PowerEdge VRTX Rack Chassis,16,54," VRTX Rack Chassis"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,cs/Poweredge VRTX rack chassis,19,46," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/PowerEdge VRTX Rack Chassis[Dell Powe,26,35," VRTX Rack Chassis"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,CS/PowerEdge VRTX Rack for blades,25,29," VRTX Rack "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,DELL POWEREDGE VRTX 10X1TB NLSAS 5Y BASI,36,10," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,DELL POWEREDGE VRTX CHASSIS RA CK,30,14," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,DELL POWEREDGE VRTX RACK,27,23," VRTX R"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,DELL PowerEdge VRTX Rack,25,29," VRTX Rack"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,DELL PowerEdge VRTX Rack Gehaeuse,23,34," VRTX Rack "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,DELL POWEREDGE VRTX WITH 2XM630P 5Y PROP,36,10," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,HC (Gii: 102421482) VRTX,23,34,) VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,HC (Gii: 102481160) VRTX Rack Chassis,8,78,0) VRTX Rack Chassis
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,HC GII 102855840 VRTX,25,29," VRTX"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,HC(EQ:101390414/2)VRTX,26,26,VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,HC(GII:101250146/2)VRTX,27,23,VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,JS (Gii: 102174427.1) VRTX Rack + M630,19,50,") VRTX Rack "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,JS (Gii: 102174430.1) VRTX Rack + M630,19,50,") VRTX Rack "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,LM (GIIQuote:101475038.2) VRTX,31,11,) VRTX
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,MS(Gii:100987176) VRTX,19,46,(Gii:10
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,POWEREDGE VRTX CHASSIS RACK,29,17," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,POWEREDGE VRTX CHASSIS RACK CO NFIGURATION RACK POWEREDGE VRT,54,11," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge VRTX obudowa do monta¿u w szafie serwerowej,48,9," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge VRTX obudowa do montau w szafie serwerowej,47,10," VRTX "
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,POWEREDGE VRTX RACK,27,23," VRTX R"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge VRTX Rack,25,29," VRTX Rack"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge Vrtx Rack,28,20," Rack"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge VRTX Rack-Gehäuse,24,31," VRTX Rack"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,POWEREDGE VRTX RACK CHASSIS,26,26," VRTX R"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge VRTX Rack Chassis,17,51," VRTX Rack Chassis"
210-ABCT,CH(Gii:103989870) VRTX Rack Chassis,PowerEdge VRTX Rack Chassis [Dell PowerEdge VRTX],39,20," VRTX Rack Chassis"
